recipe_name,source_file,source_ingredient,quantity,unit,match_status,matched_ingredient,action_required
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Cloves,20.0,g,item_code,NIAZ CLOVE WHOLE 1/1KG,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Salt,550.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Vegetable oil,2.0,l,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Water or chicken stock,22.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Bukhari Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Bukhari Rice.100 pax.docx,Toasted almonds or cashews,1.5,kg,item_code,A- SPIXA ALMONDS 1/1KG,Review fuzzy name match
Chickpea Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,Basmati Rice,8.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Chickpea Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,Chickpeas,3.0,kg,item_code,A-TOMEX GREEN PEAS 4/2.5KG,Review fuzzy name match
Chickpea Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,Onion,2.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Chickpea Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chickpea Rice 100 PAX.docx,Tomato,1.5,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Long-grain rice,10.0,kg,item_code,AAA WHITE THAI RICE  1/40KG,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Eggs,70.0,pieces,item_code,SAEDCO FRESH EGGS MEDIUM 12/30 CT,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Carrots,2.5,kg,item_code,CARROT (AUSTALIA/CHINA),Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Green peas,2.0,kg,item_code,A-TOMEX GREEN PEAS 4/2.5KG,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Spring onions / Scallions,1.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Garlic,250.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Soy sauce,1.5,l,item_code,TAFGA MAKATI SOY SAUCE 12/750ML,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Sesame oil,200.0,ml,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Vegetable oil,500.0,ml,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,Salt,150.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Chinese Egg Fried Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Chinese Egg Fried Rice Recipe.100 pax.docx,White pepper,50.0,g,item_code,A-TAFGA FRESHLY WHT PEPPER PDWR 6/16Z,Review fuzzy name match
Cumin Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Cumin Rice 100 PAX.docx,Basmati Rice,8.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Green Peas Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Green Peas Rice 100 PAX.docx,Basmati Rice,8.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Green Peas Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Green Peas Rice 100 PAX.docx,Green Peas,4.0,kg,item_code,A-TOMEX GREEN PEAS 4/2.5KG,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Basmati Rice,10.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Vegetable Oil / Ghee,1.5,kg,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Onion,2.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Tomato,2.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Tomato Paste,500.0,g,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Garlic Paste,300.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Kabsa Spice Mix,250.0,g,contains,EASTERN KABSA SPICE MIX 24/200G,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Cinnamon Sticks,50.0,g,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Cardamom Pods,50.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Cloves,20.0,g,item_code,NIAZ CLOVE WHOLE 1/1KG,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Bay Leaves,20.0,g,item_code,TFG NIAZ BAY LEAVES 1/1KG,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Black Pepper Powder,50.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Salt,250.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Carrot,2.0,kg,item_code,CARROT (AUSTALIA/CHINA),Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Raisins,1.0,kg,item_code,A-5 DIAMOND RAISIN 1/10KG,Review fuzzy name match
Plain Kabsa Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Kabsa Rice Recipe.100 pax.docx,Water / Stock,18.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Plain Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Plain Pulao Rice 100 PAX.docx,Basmati Rice,8.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Basmati Rice,8.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Water / Vegetable Stock,16.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Vegetable Oil / Ghee,1.5,l,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Onions,2.5,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Mixed Vegetables,4.0,kg,item_code,A-TOMEX VEG MIXED VEG 4/2.5KG,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Green Chilies,200.0,g,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Ginger Garlic Paste,500.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Whole Spices,150.0,g,unmatched,,Confirm ingredient master item_code/id before production costing
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Cumin Seeds,100.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Salt,300.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Turmeric Powder,50.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Garam Masala,100.0,g,item_code,SHAN KORMA MASALA 10/1KG,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Fresh Coriander,500.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Mint Leaves,300.0,g,item_code,MINT (BDL),Review fuzzy name match
Pulao Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Pulao Rice. 100 pax.docx,Lemon Juice,200.0,ml,item_code,TFG MOONATY LEMON JUICE 12/1LTR,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,"Whole firm white fish , cleaned & cut",35.0,kg,item_code,RUHI FISH 1/KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Basmati rice,10.0,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Onion,6.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Tomatoes,3.0,kg,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Tomato paste,800.0,g,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Garlic,400.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Ginger paste,300.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Sayadiyah spice mix,300.0,g,item_code,EASTERN KABSA SPICE MIX 24/200G,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Ground cumin,120.0,g,item_code,SHAN CUMIN POWDER 10/1KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Ground coriander,120.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Turmeric,60.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Black pepper,70.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Cinnamon sticks,80.0,g,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Cardamom pods,40.0,g,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Cloves,20.0,g,item_code,NIAZ CLOVE WHOLE 1/1KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Salt,750.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Vegetable oil,2.0,l,item_code,TAFGA DALAL COOKING OIL-(SAUDI) 1/18LTR,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Water or fish stock,22.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Fried onions,2.0,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Toasted nuts,1.5,kg,item_code,A- SPIXA ALMONDS 1/1KG,Review fuzzy name match
Sayadiyah Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Sayadiyah Rice.100 pax.docx,Fresh herbs,500.0,g,item_code,CORIANDER LEAVES (BDL),Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Basmati Rice,20000.0,g,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Mixed Vegetables,15000.0,g,item_code,A-TOMEX VEG MIXED VEG 4/2.5KG,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Onion,3000.0,g,item_code,DRY ONION (LOCAL),Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Garlic,500.0,g,item_code,EASTERN GARLIC POWDER 24/200G,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Ginger,500.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Vegetable Oil / Ghee,1500.0,ml,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Salt,300.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Black Pepper,50.0,g,item_code,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Cumin Seeds,50.0,g,item_code,SHAN CUMIN WHOLE  10/1KG,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Bay Leaves,10.0,pieces,item_code,TFG NIAZ BAY LEAVES 1/1KG,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Turmeric Powder,50.0,g,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Coriander Powder,50.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Water,30000.0,ml,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Vegetable Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vegetable Rice.100 pax.docx,Fresh Coriander,500.0,g,item_code,SHAN CORIANDER POWDER  10/1KG,Review fuzzy name match
Vermicelli Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vermicelli Rice.docx,Long-Grain Rice,9.1,kg,item_code,AAA WHITE THAI RICE  1/40KG,Review fuzzy name match
Vermicelli Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vermicelli Rice.docx,Vermicelli Pasta Noodles,1.6,kg,item_code,TAFGA GOODY VERMICELLI CUT 24/500G,Review fuzzy name match
Vermicelli Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vermicelli Rice.docx,Vegetable Oil or Ghee,950.0,ml,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Vermicelli Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vermicelli Rice.docx,Boiling Water / Hot Clear Stock,18.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Vermicelli Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Vermicelli Rice.docx,Fine Iodized Salt,95.0,g,item_code,TAFGA REHAN SALT IODIZED 24/700G,Review fuzzy name match
White Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\White Rice Recipe.100 pax.docx,White rice,10.0,kg,item_code,AAA WHITE THAI RICE  1/40KG,Review fuzzy name match
White Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\White Rice Recipe.100 pax.docx,Water,20.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
White Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\White Rice Recipe.100 pax.docx,Salt,200.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
White Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\White Rice Recipe.100 pax.docx,Vegetable oil or butter,200.0,g,item_code,AL MARAI BUTTER UNSALT 4/100/10G,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Premium Long-Grain Basmati Rice,7.5,kg,item_code,NIAZ BASMATI EXTRA LONG GRAIN XXL 1/40KG,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Hot Water or Vegetable Stock,13.0,l,item_code,(TAFGA) NOVA WATER 24/0.55-0.6LTR,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Vegetable Oil or Pure Ghee,1.0,l,item_code,ALMARAI BUTTER GHEE 6/1600G,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Yellow Onions,3.5,kg,item_code,DRY ONION (LOCAL),Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Fresh Carrots,2.5,kg,item_code,CARROT (AUSTALIA/CHINA),Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Fresh Red Tomatoes,2.0,kg,item_code,TOMATO (ADY),Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Tomato Paste / Concentrate,400.0,g,item_code,TAFGA LUNA TOMATO PASTE 24/400G,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Fresh Ginger Paste,250.0,g,item_code,GINGER (CHINA),Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Fresh Garlic Paste,250.0,g,item_code,GARLIC  (CHINA),Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Green Chilies,25.0,pieces,item_code,GREEN CHILLI (INDIAN),Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Black Dried Limes,15.0,pieces,item_code,TFG NIAZ LEMON DRY 1/1KG,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Whole Cinnamon Sticks,15.0,pieces,item_code,NIAZ CINNAMON STICK 1/1KG,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Dried Bay Leaves,25.0,pieces,item_code,TFG NIAZ BAY LEAVES 1/1KG,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Whole Green Cardamom Pods,40.0,pieces,item_code,NIAZ CARDAMON 1/1KG,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Whole Cloves,40.0,pieces,item_code,NIAZ CLOVE WHOLE 1/1KG,Review fuzzy name match
Yellow Rice KBR-384 ONEGO V3,artifacts\recipe-upload-source\MENU\MENU\Rice\Yellow Rice .docx,Turmeric Powder,90.0,ml,item_code,SHAN TURMERIC POWDER  10/1KG,Review fuzzy name match
